,Company Name,Company Description,Company Address,Company Website,Company tel Number,Company Emails,Company linkedIn,Comapany Address
239,Sfc (Europe) Ltd,"SFC (Europe) Ltd are a manufacturer and stockholder of non-standard bolting for use in a variety of sectors covering Oil & Gas, Petrochemical, Defence, Nuclear and Renewables. We are also approved to manufacture in accordance to NORSOK M-630 MDS D60/D60L. Our core stock range includes studding, studbolts, headed product and nuts in both finished and semi-finished forms in ASTM/ASME grades. We hold large stocks of raw materials [in excess of £4.5 million], including Duplex, Super Duplex, and the high Nickel alloy range such as Monel, Inconel, Incoloy and DEF-STD grades.",Stand: 1X45,https://www.sfc-europe.com/,+44 1902 420287,mailto:sales@sfc-europe.com,https://www.linkedin.com/company/2940001/admin/,Unit 15
240,SGS Baseefa Limited,"SGS Baseefa is a world-renowned ATEX Notified Body and IECEx Certification Body, and now a UKEX Approved Body, concerned with electrical and mechanical equipment intended for use in potentially explosive atmospheres. SGS Baseefa also provide Quality Assurance Auditing of the manufacturer for ATEX and UKEX (QAN) & IECEx (QAR) requirements. SGS Baseefa run a comprehensive set of Training Courses covering all aspects of installations and equipment for use in potentially explosive atmospheres",Stand: 2D19,https://www.sgs.co.uk/sgsbaseefa,01298 766600,mailto:baseefa@sgs.com,https://www.linkedin.com/company/sgs/,"Inward Way, Rossmore Business Park"
241,Shanghai I&G Co. LTD,No Data,Stand: 1M53,No Data,No data,No Data,No Data,K9.NO 190 LANE456 DIEQIAO ROAD
242,Sheffield Forgemasters,"Sheffield Forgemasters provides Casting and Forging solutions for the world’s most complex engineering challenges. The company specialises in the design and manufacture of high integrity forgings, up to 200T, and castings, up to 350T, offering a ‘one-stop shop’ for steel production from a single site in the UK and seeks out contracts based on their manufacturing complexity and safety critical requirements. The company also offers design, project management, steel melting, forging, casting, machining, testing and delivery.",Stand: 1W10,https://www.sheffieldforgemasters.com/,+44 (0)114 244 9071,mailto:sales@sfel.com,https://www.linkedin.com/company/sheffield-forgemasters/,Sheffield Forgemasters
243,Shell U.K Limited,"Tackling climate change is an urgent challenge.That is why Shell has set a target to become a net-zero emissions energy business by 2050, in step with society. Becoming a net-zero emissions energy business means that we are reducing emissions from our operations, & from the fuels and other energy products we sell to our customers. It also means capturing & storing any remaining emissions using technology or balancing them with offsets. We are transforming our business, providing more low-carbon energy such as charging for electric vehicles and electricity generated by solar & wind power.",Stand: 2D20,https://www.shell.co.uk/,No data,No Data,https://www.linkedin.com/company/shell/,1 William Mackie Crescent
244,BVA Hydraulics,"With one of the best warranties in the industry, BVA's range of products is up to the challenge in any industry: construction, mining, oil, forestry, foundation repair, MRO and OEMs. With our wide range of cylinders, pumps, couplers, valves and hydraulic presses; BVA has the tools to move the world. Whether its lifting a house, bridge or simply pressing a seal; our products are known for their unique design, reliability and affordability. With cylinders ranging from 2 to 1,500 tons, BVA has one of the best stocking programs in the industry. BVA products are backed up by a Lifetime Warranty",Stand: 1P70,http://bvahydraulics.com/,+31-165583300,mailto:sales.eu@bvahydraulics.com,https://www.linkedin.com/company/42905467/,Munnikenheiweg 50
245,Shipham Valves Limited,"Our global reputation has evolved through excellence in product design, engineering and the manufacture of high-quality alloy valves including Ball, Butterfly, Gate, Globe, Check, Hydrant valves & Y-Type Strainers. We have been making valves in specialist materials since 1953. Our exclusive range can be manufactured in materials such as Nickel Aluminium Bronze, Bronze, Duplex Stainless Steel, Super Duplex Stainless Steel, Hastelloy®, Monel®, Titanium, Inconel®, Zirconium & GRE for onshore and offshore oil & gas applications, petrochemical, desalination, marine & naval defence markets.",Stand: 1W10,https://www.shiphamvalves.com/,+44(0)1482 323163,mailto:valvesales@shiphamvalves.com,https://www.linkedin.com/company/shipham-valves-limited,"D Shed, West Building, 72 - 74 Humber Enterprise Park"
246,SIC Marking Limited,"SIC Marking offers a robust and reliable range of Dotpeen, Scribe and Laser Marking machines. Whether Column Mounted, Integrated or completely Portable, we can provide a machine that is suitable for both your application and budget. See us on 1T72",Stand: 1P40,http://www.sic-marking.co.uk/,01926830372,mailto:salesuk@sic-marking.com,No Data,Unit B1
247,SimplyVideo,No Data,Stand: 3B92,No Data,No data,No Data,No Data,Unit 8 Gemini Business Park
248,SMD Ltd,"For 50 years, SMD has partnered with pioneers in industry and science to take technology and engineering to places that people have never been. We specialise in the design, manufacture and deployment of remotely operated and autonomous power and control solutions. They help our partners around the globe to harness the potential of the most challenging subsea environments with maximum safety, efficiency and sensitivity.",Stand: 1M30,https://www.smd.co.uk/,+390119951997,mailto:marketing@smd.co.uk,https://www.linkedin.com/company/593766/,Turbinia Works Davy Bank
249,Solar Turbines Incorporated,"Stop by our stand and talk to us about your upcoming projects and how we can help you maximize your investment with our reliable, durable gas turbines and centrifugal compressors.",Stand: 1S30,https://www.solarturbines.com/,+1-619-544-5352,mailto:infocorp@solarturbines.com,No Data,PO Box 85376
250,Tyne Offshore,"Our team of advisors are on hand to provide a co-ordinated and single point of contact to help you to set up and grow your business on Tyneside. This hands-on support includes; finding the right commercial property, premises and land, sector specific information and introductions to contacts and networks, recruitment and training support, practical relocation support, funding advice support and guidance, access to professional services and specialist support, ongoing support to help you grow and deliver successful projects.",Stand: 1S51,http://www.offshoretyne.com/,+44 (0) 191 519 7204,mailto:rivertyne@southtyneside.gov.uk,No Data,Town Hall and Civic Offices
251,Spaciotempo,"Spaciotempo's experienced team will design an infrastructure solution for your project based on our understanding of your needs. Our solutions are both rapid to install and extremely cost-effective. Structures are available to hire for as little as 3 months, or purchase for long-term and permanent use. All structures are robust and structurally calculated for their geographical location. Our in-house installation teams will install your structure quickly and efficiently reducing your operational downtime. www.spaciotempo.co.uk/sectors",Stand: 2G15,https://www.spaciotempo.co.uk/,01889 569569,mailto:sales@spaciotempo.co.uk,https://www.linkedin.com/company/spaciotempouk/,Dovefields Ind Est
252,Special Quality Alloys Ltd,"For all your material requirements in bar, forged and ring rolled conditions in Nickel Alloys, Stainless Steels, Duplex, Super Duplex, Carbon and Alloy Steels.",Stand: 3B18,http://www.specialqualityalloys.com/,441142434366,mailto:stuartmoffat@specialqualityalloys.com,No Data,Bessemer Road
253,SPP Pumps,"SPP Pumps is a leading designer and manufacturer of centrifugal pumps and systems. For more than 135 years, the company’s robust, trusted engineering has provided critical performance across diverse industry applications including Energy, Water, Power Generation, Construction, Mining and Fire protection.",Stand: 1V30,http://www.spppumps.com/,01224 772407,mailto:aberdeen_sc@spppumps.com,https://www.linkedin.com/company/spp-pumps/,1420 Lakeview
254,Springmasters Ltd,"The Springmasters Group, incorporating Valley Spring and Belleville Springs, is one of the leading and most diverse manufacturers of springs & Belleville Disc springs in the UK. We produce springs from 0.1mm wire to 50mm bar diameter.",Stand: 3A22,http://www.springmasters.com/,441527521000,mailto:sales@springmasters.com,No Data,55 Arthur Street
255,Staffordshire Hydraulics Services,"Staffordshire Hydraulic Services are HiP's U.K. division. As well as keeping a very large stock of HiP valves and fittings, we are a systems integrator. We specialise in the design and manufacture of bespoke power packs and test rigs for hydraulic and gas applications. Everything you need for high pressure testing and more",Stand: 1H55,http://www.staffshydraulics.co.uk/,01782 771225,mailto:sales@staffshydraulics.co.uk,No Data,Mount Road
256,Stauff UK,No Data,Stand: 3C20,No Data,No data,No Data,No Data,500 Carlisle Street East
257,Steatite Limited,"Steatite Ltd is a market leader in the design, production, test and supply of rugged industrial computers, custom battery packs, MANET radio systems, advanced wideband antennas, and imaging technologies, all ideally suited to harsh operating environments. Operating from 4 dedicated UK facilities, the company has full in-house design, engineering, manufacturing and testing capabilities, ensuring that the Steatite name is synonymous with quality and reliability. Steatite is part of the Solid State Plc group of companies (AIM:SOLI)",Stand: 3H91,https://www.steatite.co.uk/,01527512400,mailto:sales@steatite.co.uk,https://www.linkedin.com/company/steatite,Ravensbank Business Park
258,Stornoway Port Authority,No Data,Stand: 3A48,No Data,No data,No Data,No Data,Amity House
259,Commercial Norwegian Pavilion!,"National pavilion with approximately 12+ exhibiting companies and additional 5 to 8 represented. Please refer to individual listings for further information, or just visit us. Located in center of Hall 2, we are difficult to miss.","Stand: 2G60, 2H21, 2G40, 2G20",No Data,No data,mailto:oe@struktur.no,No Data,Breivikveien 29C
260,Summit Engineering (Birmingham) Ltd,"We are a manufacturing company based in the Midlands (United Kingdom). Our processes include both Manual & CNC 3, 4 & 5 Axis Milling, Turning, Grinding and assembly. We have a dedicated Oil Pipe and Sleeve rubber wrapping, curing (Autoclave) and finishing (Turning) facility that accommodate Oil Pipes up to 14Mtrs long. Our quality management systems are approved to ISO 9001 & AS 9100.",Stand: 3A28,https://.www.summit-engineering.co.uk/,0121 733 5410,mailto:enquiries@summit-engineering.co.uk,https://www.linkedin.com/company/10620180,Unit 31
261,Superheat,"Superheat has pioneered & continually revolutionized the remote operation of equipment for on-site heat treatment applications. Integrating emerging communication technology and software to reduce the human capital at offshore facilities. Oil & Gas owners and contractors continually choose Superheat for the highest industry capacity SmartPoint™ consoles, saving valuable footprint to their job sites. Combine that with our digital quality assurance and project management app Superheat SmartView™ and you will find there is a smarter way to do on-site heat treatment at your offshore facility.",Stand: 3C92,https://www.superheat.com/,+44 (0) 1462 888003,mailto:sales@superheat.com,https://ca.linkedin.com/company/superheat,Unit 5b
262,Surface Heating Systems Ltd,No Data,"Stand: 2M20, 2M20",No Data,No data,No Data,No Data,8 Stirling Rd
263,Survival Systems Int. (UK) Ltd.,"Survival Systems International are approved as an Authorised Service Provider in accordance with IMO and SOLAS requirements under MSC 402 (96) relating to requirements for periodic servicing and maintenance of lifeboats, rescue boats, launching appliances and on-load release gear.",Stand: 2H15,https://www.survivalsystemsinternational.com/uk/,+44 (0)1674 668111,mailto:infoscotland@ssiuk.net,https://www.linkedin.com/company/survival-systems-international-ltd,SL6 Warehouse
264,Symetri,"At Symetri we support innovative companies in the product design and manufacturing industries to optimise their working methods and increase the quality of their projects. Our purpose is to challenge people to work smarter and to turn ideas into new realities that shape a better future. With a combination of our own IP, best of breed technology from our partners, and a comprehensive range of services, we enable our customers to create sustainable designs, maximise efficiency and increase competitive advantage.",Stand: 1M33,https://www.symetri.co.uk/,0345 370 1500,mailto:info@symetri.co.uk,https://www.linkedin.com/company/symetri-europe,RCM Business Centre
265,TDC Parsons Peebles,"TDC Parsons Peebles continue to offer service agility combined with OEM technical expertise. The manufacturing arm offering will include New machines to meet stringent customer specifications and all international standards, duplicate and upgraded replacements of Peebles machines and drop in replacement for any manufacturers machine again with upgrade potential given the in-house design expertise retained in Rosyth.",Stand: 2M20,https://www.parsons-pebles.com/,+44 (0) 1383 421 150,mailto:info@parsons-peebles.com,https://www.linkedin.com/company/tdc-parsons-peebles,Wood Road
266,Tempa Pano,"Tempa Pano established in 1989 is a manufacturer of Electrical Enclosures, Power Distribution and Climate Control Systems.",Stand: 1N20,http://www.tempapano.com/,441925811290,mailto:sales@tempapano.co.uk,No Data,"5, Centre 21, Bridge Ln"
267,Tenaris Connections B.V.,No Data,Stand: 3G80,No Data,No data,No Data,No Data,Piet Heinkade 55
268,Tendeka BV,No Data,Stand: 3G07,No Data,No data,No Data,No Data,47-49 Huntly Street
269,TFC,"TFC is one of the leading suppliers of engineering fastener products, with an unrivalled reputation for delivering innovative products, stock management solutions, and exemplary service, to help our customers achieve breakthroughs in product development and new standards of manufacturing efficiency.",Stand: 2B84,https://tfc.eu.com/,01435 866011,mailto:enquiries@tfc.eu.com,No Data,Hale House
270,Net Zero Technology Centre,"Our purpose is to develop and deploy technology for an affordable net zero energy industry. We aim to accelerate the energy transition by closing the gap in net zero technologies. Our world is facing two great challenges: reducing our carbon emissions to net zero and continuing to meet our energy needs. As industries transition, we must ensure resilient and affordable energy supplies. For the oil and gas sector and other hard to decarbonise industries to support the UK’s net zero target, innovation is key.",Stand: 3E60,https://www.netzerotc.com/,+44(0)1224 063200,mailto:info@netzerotc.com,https://www.linkedin.com/company/net-zero-technology-centre-limited/,20 Queens Road
271,THE UK OIL AND GAS INDUSTRY ASSOCIATION LIMITED,"OGUK is the leading representative organisation for the UK offshore oil and gas industry. As champions of industry, we work on behalf of members to inform understanding, engage industry on a range of key issues and promote the value of the sector.",Stand: 2K60,http://www.oilandgasuk.co.uk/,442078022400,mailto:membership@oilandgasuk.co.uk,https://www.linkedin.com/company/oil-gas-uk/,Portland House
272,Tilsatec Ltd,"For businesses who want expertise they can rely on to keep their people safe, Tilsatec offer high performance hand, arm and body protection. We manufacture our own proprietary cut resistant yarn - the primary source of mechanical protection, on site in the UK. This means we can deliver maximum performance in every fibre of what we do. Because when our gloves perform at their best, your people can perform at their best.",Stand: 1Q31,https://tilsatec.com/,01924 375742,mailto:info@tilsatec.com,No Data,Flanshaw Lane
273,Tinius Olsen Ltd,"Tinius Olsen is the leading manufacturer and supplier of materials testing machines. Designed for uses including research and quality control to measure material’s strength and performance to international standards including ASTM, ISO, and EN.",Stand: 2K84,http://www.tiniusolsen.com/,441737765001,mailto:sales@tiniusolsen.co.uk,https://www.linkedin.com/onboarding/start/abook-import/existing/,"6 Perrywood Business Park, Honeycrock Lane"
274,TWI Ltd,TWI has 75 years of history supporting industry. Come and talk to us how we are using that expertise to support the energy transition.,Stand: 1S52,http://www.twi-global.com/,441223 899000,mailto:twi@twi-global.com,https://www.linkedin.com/company/twi/,Granta Park
275,Tyrolit Construction Products GmbH,"As a pioneer in the development and manufacturing of machinery and diamond tools for the construction industry, our partners benefit from our long-time experience and know-how. In addition to an extensive standard range of products for applications such as drilling as well as wire or wall sawing, TYROLIT also offers individual services for special applications of all types. Whether for the controlled decommissioning of offshore installations or nuclear power stations, the expansion and reconstruction of tunnels or for smaller specialist construction projects – TYROLIT is your reliable partner.",Stand: 1P38,https://www.tyrolit.com/,+4352426060,mailto:construction@tyrolit.com,https://www.linkedin.com/company/tyrolit/,Swarovskistrasse 33
276,Unifrax,"Unifrax is a global leader in high-performance specialty fibers and inorganic materials used in high-temperature industrial, automotive, battery and filtration, fire protection and industrial and automotive catalysis applications. Our purpose, mission and values are based on our commitment to produce high-quality products that help our customers save energy, reduce pollution, and improve fire safety.",Stand: 1V51,http://www.unifrax.com/,+1.716.768.6500,mailto:info@unifrax.com,https://www.linkedin.com/company/124744/admin/,Mill Lane
277,Unique Group,"Unique Group is a leading integrated solutions provider across the global oil and gas, renewables, subsea & defence markets.",Stand: 2F68,http://www.uniquegroup.com/,441224723742,mailto:uksales@uniquegroup.com,https://www.linkedin.com/company/unique-maritime-group/,Unit 1A
278,UNITBIRWELCO LTD,"Unit Birwelco Group consists of three divisions based in the UK - Birwelco Ltd, Unit Superheater Engineering Ltd and Unit Engineers and Constructors Ltd. Serving the Oil & Gas, Petrochemical, Power, Hydrogen, Process and EFW segments in the UK and globally, the Group offers full-service capability where the divisions are increasingly working together on joint projects, offering customers lead time, cost and project management benefits. Unit Birwelco have over 100 years of experience in the design, engineering, fabrication, manufacture, installation and maintenance of thermal equipment.",Stand: 2C84,https://unitbirwelco.com/,01792654091,mailto:eng@unitbirwelco.com,https://www.linkedin.com/company/unit-birwelco/,UNIT HOUSE ELBA BUSINESS PARK BALDWINS
279,University of Aberdeen,"The University of Aberdeen champions genuine interdisciplinary science in partnership with industry, government and society, as it is this collective effort that is needed to address the climate challenge at scale and within the next decade. Our Centre for Energy Transitions builds upon decades of energy-related research, education and partnership in areas such as renewable technologies, energy storage, geosciences, integrated energy systems, data and AI, markets, decommissioning, energy law and economics and governance.",Stand: 2E68,No Data,No data,No Data,No Data,Fraser Noble Building
280,UNSEENLABS,"The new radiofrequency detection system developed by Unseenlabs is currently the only one that enables the localization and the attribution of a unique signature to any vessel at sea. Moreover, Unseenlabs’ data answers several limitations inherent to others maritime surveillance systems. Yet as the global fleet keeps growing, the lack of precise and up-to-date location data on ships leads to environmental and security issues in both public and private sectors. Unseenlabs’ objective is to collect a new type of data in order to help overcome these maritime challenges.",Stand: 1T30,https://unseenlabs.space/,No data,mailto:contact@unseenlabs.space,https://www.linkedin.com/company/unseenlabs,4 All. du Bâtiment
281,USL Ekspan,"We are a world-class, multi-disciplined engineering solution provider. We offer an unrivalled range of specialist services structural bearings. Through early project engagement with stakeholders, we can provide high-quality engineering solutions through consultancy support or the delivery of a complete project management service. Our single-point responsibility offering leaves USL Ekspan uniquely placed to solve complex challenges, from design, manufacture and installation to inspection and replacement work.",Stand: 1S28,http://www.uslekspan.com/,+44(0)191 416 1530,mailto:info@uslekspan.com,https://www.linkedin.com/company/2069372/admin/,"Kingston House, 3 Walton Road, Pattinson North"
282,Vallourec,"Vallourec is a world leader in premium tubular solutions for the energy markets including oil & gas and low-carbon energy applications such as CCUS, hydrogen and geothermal. Vallourec's innovative spirit and cutting-edge R&D continually open new technological frontiers. Operating in more than twenty countries, Vallourec works hand-in-hand with its customers to offer much more than just tubes: they deliver innovative, reliable, competitive solutions to make every project possible. Serimax is Vallourec's subsidiary company specialized in welding solutions.",Stand: 1U20,https://www.vallourec.com/en,+33 1 49 09 35 00,mailto:contact@vallourec.com,https://www.linkedin.com/company/vallourec,12 rue de la Verrerie
283,Green Pin® (Van Beest) / Irizar Forge,"Green Pin® is the leading manufacturer of premium quality below-the-hook lifting and lashing fittings such as shackles, turnbuckles, hooks, and Green Pin Tycan® Chain. Green Pin® is a brand of The Netherlands-based Van Beest Group and is sold in more than 90 countries worldwide. Irizar Forge is the leading expert in the metallurgy of heavy duty crane components and their application in harsh environments. Their heavy-duty crane hooks, blocks and related components have a lifting capacity of up to 5000t, comply with the highest standards and are fully certified by the LRS, DNV-GL and ABS.",Stand: 1N38,https://www.greenpin.com/,+31 184 41 33 00,mailto:info@greenpin.com,https://www.linkedin.com/company/van-beest-b-v-,Postbus 57
284,Vector Supplies Ltd,"Vector Supplies Limited was founded in 1987 to provide a fast and efficient ‘Single-Source’ supply of quality assured oilfield equipment, spare parts and consumables to any location world-wide.",Stand: 3H71,http://www.vector-supplies.ltd.uk/,441224772244,mailto:mark@vector-supplies.ltd.uk,No Data,Unit 4B Wellhead Way
285,VEGA CONTROLS LTD,"VEGA are suppliers to the full spectrum of level measurement/detection and pressure instrumentation for process control in the Energy Industries. World-leading manufacturers - with the direct expertise to help you achieve the safe, reliable measurement, control & inventory solutions you need to optimise your process. Industry proven solutions for measurement and monitoring of materials in all forms: liquids, solids or gases - in single or multi phase – with advice, engineering and services to match. To underwrite their quality, VEGA products have a 3 year warranty as standard.",Stand: 3C60,https://www.vega.com/uk,01444 870055,mailto:info.uk@vega.com,https://www.linkedin.com/company/vega-level-and-pressure/,Kendal House
286,Viking Life-Saving Equipment Ltd,"VIKING is a global market leader in offshore safety, providing solutions such as evacuation systems, liferafts, work and immersion suits, aviation safety gear, lifejackets, LSA, flexible short-term rental and exchange concepts and service agreements.",Stand: 3G48,https://vikinglife.sharepoint.com/Pages/default.aspx,441493850250,mailto:VIKING@VIKING-life.com,No Data,Breydon Road Cobholm
287,voestalpine Tubulars GmbH & Co KG,Get information about our initiative #preparedfortheworldafter and learn more about our latest developments!,Stand: 3D60,https://www.voestalpine.com/tubulars,+43 50304 23 0,mailto:sales@vatubulars.com,https://www.linkedin.com/company/voestalpine-tubulars/,Alpinestrasse 17
288,VROON OFFSHORE SERVICES,"VROON OFFSHORE SERVICES excels in the provision of diverse services and solutions for key offshore-support needs, including platform supply, emergency response and rescue, anchor handling tug supply, walk to work and subsea support. VOS offers a wide range of complementary offshore services. With our versatile fleet and highly qualified and experienced colleagues, we are committed to providing safe, reliable and cost-effective services.",Stand: 3C45,https://www.vroonoffshore.com/,+44 1224 578750,mailto:chartering@uk.vroonoffshore.com,https://www.linkedin.com/company/Vroon,"4th Floor, Regent Centre, Regent Road,"
289,VSMPO Titan Ukraine,"VSMPO Titan Ukraine LLC is a special-purpose tubeworks focused on manufacturing of seamless cold-worked tubes and pipes of titanium and its alloys. Company supplies tubes for different applications and industries, i.e. power generation, oil and gas, shipbuilding, chemical processing, aerospace, medicine, sports and other, to any part of the world.",Stand: 2M67,http://www.tw-vsmpoavisma.com/index1.php?lang=eng,+380566638807,mailto:market@tw-vsmpoavisma.dp.ua,No Data,Gagarina Str. 26
290,Wall Colmonoy Ltd,"Find a reliable manufacturing partner based in the UK. With a long heritage in oil & gas solutions and an impressive knowledge of wear protection, Wall Colmonoy is a trusted supply chain partner",Stand: 2G11,https://www.wallcolmonoy.co.uk/,+44 (0) 1792 862287,No Data,https://www.linkedin.com/company/wall-colmonoy,Alloy Industrial Estate
291,Welltec,"Welltec® is a global technology company that develops and provides efficient, hi-tech solutions for the energy industry. The company was founded in 1994 and grew rapidly by supplying innovative robotic technology to oil and gas operators. In 2010, Welltec introduced a new business segment focused on the development of Completion products. Commercialization of these products began in 2014, and the company is now a global leader in the field of metal expandable packer technology. Welltec’s cutting-edge products and services are designed to optimize the performance and integrity of a well, in an",Stand: 3H60,https://www.welltec.com/,4548143514,mailto:lichristensen@welltec.com,https://www.linkedin.com/company/welltec/,Gydevang 25
292,Whittaker Engineering Ltd,Come and see how we could be able to help you with our range of bespoke services.,Stand: 2F20,http://www.whittakereng.com/,441569762018,mailto:awatt@whittakereng.com,No Data,Hindwells
293,WIKA Instruments Ltd,"With WIKA's 75 years of expertise, come and see our latest solutions and high performance instrumentation, perfect for your business needs and from a single source UK manufacturer.",Stand: 3B78,https://www.wika.co.uk/,441737644008,mailto:info@wika.co.uk,No Data,4 Gatton Park Business Centre
294,Winn & Coales (Denso) Ltd,"For more than 90 years, Winn & Coales (Denso) Ltd has been creating bespoke and off-the-shelf solutions that provide enduring protection against corrosion and chemical attack to buried and exposed pipes, valves, fittings, steelwork, marine structures, tanks, and concrete bunded areas. The Company is at the forefront of innovative corrosion prevention technology, focused upon developing an extensive range of solutions to meet the needs of the oil, gas, water, and utilities sectors.",Stand: 2M45,http://www.denso.net/,+44 (0)208 670 7511,mailto:mail@denso.net,https://www.linkedin.com/company/winn-&-coales-denso-ltd/,Denso House
295,Wolf Safety Lamp Company Ltd,"Wolf Safety is the world’s leading manufacturer of Hazardous Area portable, temporary and installed lighting, offering the widest range of ATEX and IECEx certified explosion protected lighting and power distribution systems",Stand: 2M61,http://www.wolfsafety.com/,44114 2551051,mailto:info@wolfsafety.com,https://www.linkedin.com/company/wolfsafety/,Works
296,Worley Services UK Ltd,No Data,Stand: 3D70,No Data,No data,No Data,No Data,Annan House
297,XYZ Machine Tools,"XYZ Machine Tools, one of the UK’s largest machine tool suppliers, has a product range spanning manual machines through, ProtoTRAK-controlled mills and lathes, CNC turning and machining centres (up to five-axes), and sub-spindle turning technology. Its success is based on its service to customers, from the design of its machines, through technical support, service, and customer training, with finance to suit every business. As part of its commitment, XYZ offers free training with every machine and support from its applications team, along with ongoing access to its programming support line.",Stand: 2J65,https://xyzmachinetools.com/,01823 674200,mailto:sales@xyzmachinetools.com,https://www.linkedin.com/company/xyz-machine-tools-ltd/mycompany/,Woodlands Business Park
298,YOKE Industrial Corp.,No Data,Stand: 3C94,https://www.yoke.net/english/main.asp,0423508088,mailto:mandy_liao@mail.yoke.net,No Data,"#39,33rd Road"
